제품군,URL,제품명,모델명,상태,정가,판매가,최대혜택가,구매혜택안내,6년구독가격,최대혜택구독가격,평점,이미지리스트,본체 모델명,도어 패널 모델명,전체용량 (L),무게 (kg),"전체크기 (WxHxD, mm)",색상,디스플레이,핸들,좌/우 가변도어,도어스타일/재질,컴프레서,페어설치키트,스마트진단,Wi-Fi,문열림 각도,초기온도 (냉동),냉각방식,특급냉동,아이스메이커,내부조명,전기용품 안전인증번호,전자파 적합성 인증번호,정격전압 (V/Hz),동일모델의 출시년월,제조자 (수입자),제조국,품질보증기준,A/S 책임자와 전화번호,타입,설치타입,도어 개수,전체 용량 (L),"제품 크기 (WxHxD, mm)",메탈 프레쉬,원터치탈취기능,정온기능,탈취,히든버튼,매직스페이스,도어쿨링⁺,스마트 진단,ThinQ (Wi-Fi),UP 가전,강화유리 선반,냉동 전환기능,익힘,쿨링 케어,쿨링센서,인공지능 맞춤보관,김치통 개수,냉기지킴가드,원격제어,구입 김치,칸칸 On/Off,오래 보관,New 유산균김치⁺,유산균 인디케이터,김치 보관/익힘기능,냉장 전환기능,쌀/잡곡 보관,야채/과일,육류/생선,멀티 보관실,신선 보관실,유산균가드,김치 용기 구성,KC 인증 필 유무,KC인증조회,전기용품 안전인증(확인신고) 번호,전자파 적합성 인증(등록) 번호,에너지 소비효율등급,소비전력 (kWh/월),냉동 용량 (L),온도조절범위,메탈 디자인,소음 (dB),냉장 용량 (L),초기온도 (냉장),특급냉장,와인랙,UV청정탈취필터+,신선야채실,신선보관야채실⁺,계란통,디스펜서,구성품 (오브제 컬렉션 페어설치키트),냉장,에너지소비효율등급 / 소비전력 (kWh/월),도어쿨링,야채실,청정탈취필터+,선반,선반(냉장실),온도구간 (냉동/냉장고),절전모드,멀티덕트,트레이,맛지킴 김치,인공지능 맞춤 보관,김치,냉동,김치통,김치통 뚜껑
컨버터블 패키,https://www.lge.co.kr/convertible-refrigerators/x324gn5s,"LG 컨버터블 패키지 오브제컬렉션 Fit & Max (냉장전용고, 좌열림)387L1등급",X324GN5S,판매중,"1,700,000원","1,685,000원","1,474,100원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),,,,"['https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583845/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10574832/XYZ324_360.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583845/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583845/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583845/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583845/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583845/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583845/gallery/small06.jpg']",X324AA5,B324TT-GRN,,86,,오브제컬렉션 크림 레몬,고내 Top 디스플레이,포켓 핸들,O,글라스,인버터 컴프레서,적용가능,,,110˚ (냉장칸 기준),,간냉식,,,Top,,,220V / 60Hz,2025-04,LG전자(주),중국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,컨버터블 패키지 (냉장전용고),Fit & Max,1도어,387,"598 x 1,860 x 670",X,,O,O,,,O,O,O,O,4,,,,,,,,,,,,,,,,,,,,,,,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,SU071625-22003,R-R-LGE-X324AA32501,1등급,13.5,,1℃~7℃,,,387,,O,X,O,O (2),X,O,X,,,,,,,,,,,,,,,,,,
컨버터블 패키,https://www.lge.co.kr/convertible-refrigerators/x324gq5s,"LG 컨버터블 패키지 오브제컬렉션 Fit & Max (냉장전용고, 좌열림)387L1등급",X324GQ5S,판매중,"1,700,000원","1,685,000원","1,474,100원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),,,5.0,"['https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583846/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10574832/XYZ324_360.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583846/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583846/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583846/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583846/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583846/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583846/gallery/small06.jpg']",X324AA,B324TT-GEW,,86,,오브제컬렉션 에센스화이트,고내 Top 디스플레이,포켓 핸들,O,글라스,인버터 컴프레서,적용가능,,,110˚ (냉장칸 기준),,간냉식,,,Top,,,220V / 60Hz,2025-04,LG전자(주),중국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,컨버터블 패키지 (냉장전용고),Fit & Max,1도어,387,"598 x 1,860 x 670",X,,O,O,,,O,O,O,O,4,,,,,,,,,,,,,,,,,,,,,,,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,SU071625-22003,R-R-LGE-X324AA32501,1등급,13.5,,1℃~7℃,,,387,,O,X,O,O (2),X,O,X,,,,,,,,,,,,,,,,,,
컨버터블 패키,https://www.lge.co.kr/convertible-refrigerators/x324gg5s,"LG 컨버터블 패키지 오브제컬렉션 Fit & Max (냉장전용고, 좌열림)387L1등급",X324GG5S,판매중,"1,700,000원","1,685,000원","1,474,100원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),,,,"['https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583847/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10574832/XYZ324_360.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583847/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583847/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583847/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583847/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583847/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583847/gallery/small06.jpg']",X324AA5,B324TT-GTP,,86,,오브제컬렉션 토프,고내 Top 디스플레이,포켓 핸들,O,글라스,인버터 컴프레서,적용가능,,,110˚ (냉장칸 기준),,간냉식,,,Top,,,220V / 60Hz,2025-04,LG전자(주),중국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,컨버터블 패키지 (냉장전용고),Fit & Max,1도어,387,"598 x 1,860 x 670",X,,O,O,,,O,O,O,O,4,,,,,,,,,,,,,,,,,,,,,,,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,SU071625-22003,R-R-LGE-X324AA32501,1등급,13.5,,1℃~7℃,,,387,,O,X,O,O (2),X,O,X,,,,,,,,,,,,,,,,,,
컨버터블 패키,https://www.lge.co.kr/convertible-refrigerators/z324sv3sk,"LG 컨버터블 패키지 오브제컬렉션 Fit & Max (김치전용고, 우열림)328L1등급",Z324SV3SK,판매중,"2,000,000원","1,600,000원","1,395,000원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),"월 36,900 원","월 10,900원",5.0,"['https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583924/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10574832/XYZ324_360.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583924/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583924/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583924/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583924/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583924/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583924/gallery/small06.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583924/gallery/small07.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10583924/gallery/small08.jpg']",Z324AA3,B324TR-TSV,,90,,오브제컬렉션 실버,고내 Top 디스플레이,포켓 핸들 & 오토 도어,O,스톤 (스테인리스),인버터 컴프레서,적용가능,,,110˚ (냉장칸 기준),,멀티냉각방식,,,Top,,,220V / 60Hz,2025-04,LG전자(주),중국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,컨버터블 패키지 (김치전용고),Fit & Max,1도어,328,"598 x 1,860 x 670",X,X,O(신선정온),프레시 필터,X,X,X,O,O,O,5,O,전칸,O,O,○ (보관전용),6,3개,O,X,X,X,X,X,O,X,X,X,X,X,O,X,10.2ℓ X 6,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,SU071625-23003,R-R-LGE-Z324GB72504,1등급,12.3,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,
컨버터블 패키,https://www.lge.co.kr/convertible-refrigerators/z321sg3cs,"LG 컨버터블 패키지 오브제컬렉션(김치전용고, 좌열림)324L3등급",Z321SG3CS,판매중,"1,705,000원","1,700,000원","1,488,000원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),,,5.0,"['https://www.lge.co.kr/kr/images/convertible-refrigerators/md10011902/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09117843/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09117843/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09117843/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09117843/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09117843/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09117843/gallery/small06.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09117843/gallery/small07.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09117843/gallery/small08.jpg']",Z321AA3C,B320TT-SGR,324,91,"595 x 1,860 x 670",오브제컬렉션 그린,고내 Top 디스플레이,NEW 이지핸들,O,스테인리스,인버터 컴프레서,적용가능,O,O,108° (냉장칸 기준),,,,,,SU071625-20003,R-R-LGE-Z320MM2007,220V / 60Hz,2023-05,LG전자(주),중국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,,,,,,,,,탈취제 적용,,,,,,,,,O,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3등급 13.9 kWh/월,,,,,,,,,,O,O (보관),O,O,8개,반투명
컨버터블 패키,https://www.lge.co.kr/convertible-refrigerators/z321gc3cs,"LG 컨버터블 패키지 오브제컬렉션(김치전용고, 좌열림)324L3등급",Z321GC3CS,판매중,"1,550,000원",,"1,450,000원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),,,5.0,"['https://www.lge.co.kr/kr/images/convertible-refrigerators/md10011907/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09120849/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09120849/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09120849/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09120849/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09120849/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09120849/gallery/small06.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09120849/gallery/small07.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09120849/gallery/small08.jpg']",Z321AA3C,B320TT-GCL,324,94,"595 x 1,860 x 670",오브제컬렉션 클레이 브라운,고내 Top 디스플레이,NEW 이지핸들,O,미스트 (글라스),인버터 컴프레서,적용가능,O,O,108° (냉장칸 기준),,,,,,SU071625-20003,R-R-LGE-Z320MM2007,220V / 60Hz,2023-05,LG전자(주),중국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,,,,,,,,,탈취제 적용,,,,,,,,,O,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3등급 13.9 kWh/월,,,,,,,,,,O,O (보관),O,O,8개,반투명
컨버터블 패키,https://www.lge.co.kr/convertible-refrigerators/y321mb3s,"LG 컨버터블 패키지 오브제컬렉션(냉동전용고, 좌열림)321L",Y321MB3S,판매중,"1,355,000원","1,350,000원","1,190,400원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),,,5.0,"['https://www.lge.co.kr/kr/images/convertible-refrigerators/md09117840/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md08750138/gallery/Y320SGS.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09120843/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09120843/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09120843/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09117840/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09117840/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09117840/gallery/small06.jpg']",,,321,84,"595 x 1,860 x 670",오브제컬렉션 블랙,Top Display,NEW 이지핸들,O,메탈,인버터 컴프레서,적용가능,O,O,108° (냉장칸 기준),-19 ℃,간냉식,O,O (트위스트),면광 LED (냉동실),SM07005-20016,R-R-LGE-Y320MM2007,220V / 60Hz,2021-11,LG전자(주),중국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
컨버터블 패키,https://www.lge.co.kr/convertible-refrigerators/x321sg3s,"LG 컨버터블 패키지 오브제컬렉션(냉장전용고, 좌열림)384L1등급",X321SG3S,판매중,"1,555,000원","1,550,000원","1,348,500원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),"월 28,900 원","월 2,900원",4.9,"['https://www.lge.co.kr/kr/images/convertible-refrigerators/md09120834/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md08749561/gallery/X320GSS.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09120834/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09120834/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09120834/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09120834/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09120834/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09120834/gallery/small06.jpg']",X321AA3,B320TT-SGR,384,82,"595 x 1,860 x 670",오브제컬렉션 그린,Top Display,NEW 이지핸들,O,스테인리스,인버터 컴프레서,적용가능,O,O,108° (냉장칸 기준),,멀티냉각방식,,,LED (냉장실),,,220V / 60Hz,2021-11,LG전자(주),중국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,,,,,,,,O,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,KC 인증 필 유 - 로고 및 관련 내용을 확인 할 수 있습니다.R-R-LGE-X320MM2007 (전자파 적합등록)SM07005-20015 (전기용품 안전확인),공정거래위원회(소비자24)제공 인증정보 조회,,,,,,,,,,3 ℃,O,,,,,,,,,1등급 / 15.5,O 도어쿨링+,O 신선보관야채실+,,,"강화유리, 접이선반",,,,,,,,,,
컨버터블 패키,https://www.lge.co.kr/convertible-refrigerators/z321mw3cs,"LG 컨버터블 패키지 오브제컬렉션(김치전용고, 좌열림)324L3등급",Z321MW3CS,판매중,"1,405,000원","1,400,000원","1,236,900원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),,,5.0,"['https://www.lge.co.kr/kr/images/convertible-refrigerators/md10011910/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10011910/gallery/Z321MW3CS.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09120852/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09120852/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09120852/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09120852/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09120852/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09120852/gallery/small06.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09120852/gallery/small07.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09120852/gallery/small08.jpg']",Z321AA3C,B320TT-MWH,324,91,"595 x 1,860 x 670",오브제컬렉션 화이트,고내 Top 디스플레이,NEW 이지핸들,O,메탈,인버터 컴프레서,적용가능,O,O,108° (냉장칸 기준),,,,,,SU071625-20003,R-R-LGE-Z320MM2007,220V / 60Hz,2023-05,LG전자(주),중국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,,,,,,,,,탈취제 적용,,,,,,,,,O,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3등급 13.9 kWh/월,,,,,,,,,,O,O (보관),O,O,8개,반투명
컨버터블 패키,https://www.lge.co.kr/convertible-refrigerators/z321mg3cs,"LG 컨버터블 패키지 오브제컬렉션(김치전용고, 좌열림)324L3등급",Z321MG3CS,판매중,"1,405,000원","1,400,000원","1,236,900원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),,,5.0,"['https://www.lge.co.kr/kr/images/convertible-refrigerators/md10011909/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10011909/gallery/Z321MG3CS.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09120833/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09120833/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09120833/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09120833/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09120833/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09120833/gallery/small06.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09120833/gallery/small07.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md09120833/gallery/small08.jpg']",Z321AA3C,B320TT-MGY,324,91,"595 x 1,860 x 670",오브제컬렉션 그레이,고내 Top 디스플레이,NEW 이지핸들,O,메탈,인버터 컴프레서,적용가능,O,O,108° (냉장칸 기준),,,,,,,,220V / 60Hz,2023-05,LG전자(주),중국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,,,,,,,,,탈취제 적용,,,,,,,,,O,,,,,,O,,,,,,,,,,,,,,,KC 인증 필 유 - 로고 및 관련 내용을 확인 할 수 있습니다.R-R-LGE-Z320MM2007 (전자파 적합등록)SU071625-20003 (전기용품 안전확인),공정거래위원회(소비자24)제공 인증정보 조회,,,,,,,,,,,,,,,,,,,,3등급 13.9 kWh/월,,,,,,,,,,O,O (보관),O,O,8개,반투명
컨버터블 패키,https://www.lge.co.kr/convertible-refrigerators/xyz323mef,LG 컨버터블 패키지 오브제컬렉션(냉장/냉동/김치전용고),XYZ323MEF,판매중,"3,650,000원","2,890,000원","2,576,100원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),,,5.0,"['https://www.lge.co.kr/kr/images/convertible-refrigerators/md10355830/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10355830/gallery/small01.jpg']",,,,71,,오브제컬렉션 베이지,고내 Top 디스플레이,이지핸들,O,메탈,인버터 컴프레서,적용가능,,,108˚ (냉장칸 기준),,간냉식,,,Top,,,220V / 60Hz,2023-08,LG전자(주),중국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,컨버터블 패키지 (냉장전용고),빌트인 타입,1도어,384,"595 x 1,860 x 707",,,O,O,,,O,O,O,X,,,,,,,,,,,,,,,,,,,,,,,,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,SM07005-20015,R-R-LGE-X320MM2007,1등급,15.5,,1℃~7℃,X,38,384,3 ℃,O,X,X,O (1),O,O,X,,,,,,,,,,,,,,,,,,
컨버터블 패키,https://www.lge.co.kr/convertible-refrigerators/xyz324gb3s,LG 컨버터블 패키지 오브제컬렉션(냉장/냉동/김치전용고),XYZ324GB3S,판매중,"5,450,000원","4,190,000원","3,729,300원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),,,5.0,"['https://www.lge.co.kr/kr/images/convertible-refrigerators/md10639829/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/convertible-refrigerators/md10639829/gallery/small01.jpg']",X324AA3,B324TT-GBE,,86,,오브제컬렉션 베이지,고내 Top 디스플레이,포켓 핸들,O,글라스,인버터 컴프레서,적용가능,,,110˚ (냉장칸 기준),,간냉식,,,Top,,,220V / 60Hz,2025-04,LG전자(주),중국,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,컨버터블 패키지 (냉장전용고),Fit & Max,1도어,387,"598 x 1,860 x 670",X,,O,O,,,O,O,O,O,4,,,,,,,,,,,,,,,,,,,,,,,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,SU071625-22003,R-R-LGE-X324AA32501,1등급,13.5,,1℃~7℃,,,387,,O,X,X,O (2),X,,X,,,,,,,,,,,,,,,,,,
